Date,Temperature
2/11/15 17:00,65.16
2/11/15 18:00,64.93
2/11/15 19:00,66.47
2/11/15 20:00,63.86
2/11/15 21:00,63.56
2/11/15 22:00,61.02
2/11/15 23:00,60.38
2/12/15 0:00,58.67
2/12/15 1:00,58.45
2/12/15 2:00,57.33
2/12/15 3:00,56.71
2/12/15 4:00,56.41
2/12/15 5:00,55.15
2/12/15 6:00,54.89
2/12/15 7:00,54.96
2/12/15 8:00,53.92
2/12/15 9:00,53.7
2/12/15 10:00,54.12
2/12/15 11:00,55.49
2/12/15 12:00,57.44
2/12/15 13:00,58.88
2/12/15 14:00,58.66
2/12/15 15:00,60.55
2/12/15 16:00,61.89
2/12/15 17:00,64.17
2/12/15 18:00,64.75
2/12/15 19:00,68.26
2/12/15 20:00,66.84
2/12/15 21:00,64.2
2/12/15 22:00,62.54
2/12/15 23:00,61.45
2/13/15 0:00,61.34
2/13/15 1:00,59.82
2/13/15 2:00,58.16
2/13/15 3:00,57.71
2/13/15 4:00,56.12
2/13/15 5:00,56.26
2/13/15 6:00,54.59
2/13/15 7:00,53.55
2/13/15 8:00,53.96
2/13/15 9:00,52.45
2/13/15 10:00,53.69
2/13/15 11:00,55.23
2/13/15 12:00,57.12
2/13/15 13:00,58.72
2/13/15 14:00,60.46
2/13/15 15:00,62.65
2/13/15 16:00,63.35
2/13/15 17:00,64.9
2/13/15 18:00,67.32
2/13/15 19:00,68.22
2/13/15 20:00,67.32
2/13/15 21:00,65.16
2/13/15 22:00,63
2/13/15 23:00,61
2/14/15 0:00,60
2/14/15 1:00,61.41
2/14/15 2:00,59
2/14/15 3:00,59.43
2/14/15 4:00,58.3
2/14/15 5:00,57.74
2/14/15 6:00,57.34
2/14/15 7:00,52
2/14/15 8:00,55.36
2/14/15 9:00,54.52
2/14/15 10:00,54
2/14/15 11:00,54.07
2/14/15 12:00,58
2/14/15 13:00,60
2/14/15 14:00,61.61
2/14/15 15:00,65
2/14/15 16:00,66.29
2/14/15 17:00,67.26
2/14/15 18:00,69.07
2/14/15 19:00,70
2/14/15 20:00,69.21
2/14/15 21:00,66
2/14/15 22:00,64.94
2/14/15 23:00,61
2/15/15 0:00,63.16
2/15/15 1:00,60.38
2/15/15 2:00,54
2/15/15 3:00,57.37
2/15/15 4:00,53
2/15/15 5:00,56.45
2/15/15 6:00,55
2/15/15 7:00,48
2/15/15 8:00,54.19
2/15/15 9:00,53.28
2/15/15 10:00,45
2/15/15 11:00,49
2/15/15 12:00,58
2/15/15 13:00,58.49
2/15/15 14:00,61
2/15/15 15:00,64
2/15/15 16:00,64.68
2/15/15 17:00,64.22
2/15/15 18:00,68.12
2/15/15 19:00,69.55
2/15/15 20:00,69.21
2/15/15 21:00,67.39
2/15/15 22:00,65.23
2/15/15 23:00,63.94
2/16/15 0:00,61.98
2/16/15 1:00,60.23
2/16/15 2:00,59.94
2/16/15 3:00,58.97
2/16/15 4:00,57.08
2/16/15 5:00,56.52
2/16/15 6:00,55.45
2/16/15 7:00,54.77
2/16/15 8:00,54.6
2/16/15 9:00,53.59
2/16/15 10:00,53.62
2/16/15 11:00,55.49
2/16/15 12:00,57.49
2/16/15 13:00,59.61
2/16/15 14:00,61.26
2/16/15 15:00,64.18
2/16/15 16:00,65.54
2/16/15 17:00,65.89
2/16/15 18:00,64.66
2/16/15 19:00,63.02
2/16/15 20:00,60.01
2/16/15 21:00,57.12
2/16/15 22:00,55.6
2/16/15 23:00,55.37
2/17/15 0:00,54.85
2/17/15 1:00,54.75
2/17/15 2:00,54.85
2/17/15 3:00,54.85
2/17/15 4:00,54.77
2/17/15 5:00,54.37
2/17/15 6:00,54
2/17/15 7:00,53.77
2/17/15 8:00,53.25
2/17/15 9:00,53.63
2/17/15 10:00,53.85
2/17/15 11:00,54
2/17/15 12:00,54.25
2/17/15 13:00,55
2/17/15 14:00,55
2/17/15 15:00,55
2/17/15 16:00,55.37
2/17/15 17:00,56.15
2/17/15 18:00,56.37
2/17/15 19:00,56.4
2/17/15 20:00,56.15
2/17/15 21:00,56
2/17/15 22:00,56
2/17/15 23:00,55.52
2/18/15 0:00,55
2/18/15 1:00,55
2/18/15 2:00,54.85
2/18/15 3:00,54.6
2/18/15 4:00,54.6
2/18/15 5:00,54.23
2/18/15 6:00,54.23
2/18/15 7:00,54.85
2/18/15 8:00,54.85
2/18/15 9:00,54.85
2/18/15 10:00,54.85
2/18/15 11:00,55
2/18/15 12:00,55.37
2/18/15 13:00,55.89
2/18/15 14:00,56.96
2/18/15 15:00,57.94
2/18/15 16:00,57.79
2/18/15 17:00,59.01
2/18/15 18:00,60.24
2/18/15 19:00,61.35
2/18/15 20:00,60.52
2/18/15 21:00,58.37
2/18/15 22:00,57.85
2/18/15 23:00,57.22
2/19/15 0:00,56.71
2/19/15 1:00,56.3
2/19/15 2:00,55.41
2/19/15 3:00,54.64
2/19/15 4:00,55.18
2/19/15 5:00,54
2/19/15 6:00,55.52
2/19/15 7:00,55
2/19/15 8:00,54.75
2/19/15 9:00,54.75
2/19/15 10:00,54.75
2/19/15 11:00,55
2/19/15 12:00,55
2/19/15 13:00,55.63
2/19/15 14:00,55.75
2/19/15 15:00,56.26
2/19/15 16:00,57.86
2/19/15 17:00,58.15
2/19/15 18:00,59.49
2/19/15 19:00,59.98
2/19/15 20:00,60.43
2/19/15 21:00,56.86
2/19/15 22:00,55.6
2/19/15 23:00,55.85
2/20/15 0:00,55.52
2/20/15 1:00,55
2/20/15 2:00,55
2/20/15 3:00,54.6
2/20/15 4:00,54.15
2/20/15 5:00,54
2/20/15 6:00,54
2/20/15 7:00,54
2/20/15 8:00,54
2/20/15 9:00,54
2/20/15 10:00,53.85
2/20/15 11:00,54
2/20/15 12:00,55
2/20/15 13:00,55.92
2/20/15 14:00,56.84
2/20/15 15:00,58
2/20/15 16:00,60
2/20/15 17:00,63
2/20/15 18:00,64
2/20/15 19:00,65
2/20/15 20:00,65
2/20/15 21:00,62
2/20/15 22:00,59
2/20/15 23:00,57
2/21/15 0:00,53
2/21/15 1:00,54
2/21/15 2:00,53
2/21/15 3:00,50
2/21/15 4:00,50
2/21/15 5:00,49
2/21/15 6:00,49
2/21/15 7:00,47
2/21/15 8:00,47
2/21/15 9:00,47
2/21/15 10:00,48
2/21/15 11:00,52
2/21/15 12:00,59
2/21/15 13:00,59
2/21/15 14:00,58
2/21/15 15:00,61
2/21/15 16:00,62
2/21/15 17:00,65
2/21/15 18:00,63
2/21/15 19:00,59.64
2/21/15 20:00,59.86
2/21/15 21:00,58.34
2/21/15 22:00,56.6
2/21/15 23:00,55.85
2/22/15 0:00,55.56
2/22/15 1:00,55.49
2/22/15 2:00,55.41
2/22/15 3:00,54.67
2/22/15 4:00,54.29
2/22/15 5:00,53.66
2/22/15 6:00,52.67
2/22/15 7:00,52.77
2/22/15 8:00,52.52
2/22/15 9:00,51.44
2/22/15 10:00,49.81
2/22/15 11:00,50.78
2/22/15 12:00,53.37
2/22/15 13:00,56.52
2/22/15 14:00,59.27
2/22/15 15:00,62.27
2/22/15 16:00,63.27
2/22/15 17:00,64.04
2/22/15 18:00,64.3
2/22/15 19:00,64.38
2/22/15 20:00,64.49
2/22/15 21:00,63.2
2/22/15 22:00,62.08
2/22/15 23:00,61.08
2/23/15 0:00,59.93
2/23/15 1:00,59.56
2/23/15 2:00,58.71
2/23/15 3:00,57.56
2/23/15 4:00,56.04
2/23/15 5:00,55.29
2/23/15 6:00,54.67
2/23/15 7:00,54.29
2/23/15 8:00,53.67
2/23/15 9:00,53.57
2/23/15 10:00,52.81
2/23/15 11:00,53.33
2/23/15 12:00,55
2/23/15 13:00,56.29
2/23/15 14:00,58.15
2/23/15 15:00,59.29
2/23/15 16:00,60.04
2/23/15 17:00,61.79
2/23/15 18:00,61.89
2/23/15 19:00,62.24
2/23/15 20:00,62.34
2/23/15 21:00,60.9
2/23/15 22:00,59.71
2/23/15 23:00,58.78
2/24/15 0:00,57.6
2/24/15 1:00,55.45
2/24/15 2:00,53.86
2/24/15 3:00,54.85
2/24/15 4:00,54.3
2/24/15 5:00,52.74
2/24/15 6:00,53.11
2/24/15 7:00,48.95
2/24/15 8:00,49.51
2/24/15 9:00,49.21
2/24/15 10:00,50.01
2/24/15 11:00,50.54
2/24/15 12:00,52.14
2/24/15 13:00,54.77
2/24/15 14:00,55.47
2/24/15 15:00,57.29
2/24/15 16:00,60.84
2/24/15 17:00,60.78
2/24/15 18:00,61.38
2/24/15 19:00,62.34
2/24/15 20:00,61.52
2/24/15 21:00,58.75
2/24/15 22:00,57.37
2/24/15 23:00,56.63
2/25/15 0:00,55.85
2/25/15 1:00,55.19
2/25/15 2:00,54.26
2/25/15 3:00,53.97
2/25/15 4:00,53.6
2/25/15 5:00,53.05
2/25/15 6:00,53.3
2/25/15 7:00,53.41
2/25/15 8:00,52.74
2/25/15 9:00,51.74
2/25/15 10:00,50.81
2/25/15 11:00,52.93
2/25/15 12:00,52.74
2/25/15 13:00,53.75
2/25/15 14:00,55.24
2/25/15 15:00,57.46
2/25/15 16:00,60.21
2/25/15 17:00,61.61
2/25/15 18:00,63.18
2/25/15 19:00,60.71
2/25/15 20:00,61.34
2/25/15 21:00,59
2/25/15 22:00,57.85
2/25/15 23:00,57.11
2/26/15 0:00,56.71
2/26/15 1:00,55.26
2/26/15 2:00,54.81
2/26/15 3:00,55.12
2/26/15 4:00,54.04
2/26/15 5:00,53.18
2/26/15 6:00,53.12
2/26/15 7:00,52.22
2/26/15 8:00,52.11
2/26/15 9:00,51.89
2/26/15 10:00,51.66
2/26/15 11:00,53.29
2/26/15 12:00,55.97
2/26/15 13:00,57.12
2/26/15 14:00,60.05
2/26/15 15:00,61.01
2/26/15 16:00,62.14
2/26/15 17:00,63.93
2/26/15 18:00,64.04
2/26/15 19:00,64.57
2/26/15 20:00,62.37
2/26/15 21:00,62.22
2/26/15 22:00,60.74
2/26/15 23:00,59.67
2/27/15 0:00,59.45
2/27/15 1:00,58.71
2/27/15 2:00,58.22
2/27/15 3:00,57.6
2/27/15 4:00,56.71
2/27/15 5:00,56.48
2/27/15 6:00,55.96
2/27/15 7:00,55.85
2/27/15 8:00,55.56
2/27/15 9:00,55.37
2/27/15 10:00,56.08
2/27/15 11:00,57.23
2/27/15 12:00,58.12
2/27/15 13:00,57.52
2/27/15 14:00,58.19
2/27/15 15:00,58.81
2/27/15 16:00,58.33
2/27/15 17:00,57.56
2/27/15 18:00,57.33
2/27/15 19:00,57.04
2/27/15 20:00,56.52
2/27/15 21:00,55
2/27/15 22:00,54.85
2/27/15 23:00,54.63
2/28/15 0:00,53.85
